timestamp,location_id,robot_id,orders_completed,avg_prep_time_minutes,success_rate,error_count,downtime_minutes,ingredient_waste_kg,energy_consumption_kwh,maintenance_required
2024-08-01 19:00:00,HAM_001,HAM_001_ROBOT_1,25,10.06,0.9502,1,0,0.6,4.88,0
2024-08-01 20:00:00,MUC_001,MUC_001_ROBOT_1,19,10.22,0.9772,2,0,0.63,5.78,0
2024-08-01 20:00:00,BER_001,BER_001_ROBOT_1,16,8.32,0.9568,2,0,1.69,4.68,0
2024-08-01 20:00:00,HAM_001,HAM_001_ROBOT_1,11,11.21,0.967,0,0,1.46,4.58,0
2024-08-01 21:00:00,MUC_001,MUC_001_ROBOT_1,25,11.02,0.9661,0,0,1.11,4.37,0
2024-08-01 21:00:00,BER_001,BER_001_ROBOT_1,29,10.29,0.9787,0,0,0.82,4.69,0
2024-08-01 21:00:00,HAM_001,HAM_001_ROBOT_1,20,11.62,0.9776,1,0,1.33,5.2,0
2024-08-01 22:00:00,MUC_001,MUC_001_ROBOT_1,10,10.74,0.9769,1,0,0.56,5.45,0
2024-08-01 22:00:00,BER_001,BER_001_ROBOT_1,16,11.0,0.9888,0,0,1.64,4.84,0
2024-08-01 22:00:00,HAM_001,HAM_001_ROBOT_1,0,11.75,0.8273,8,52,0.72,5.65,1
2024-08-01 23:00:00,MUC_001,MUC_001_ROBOT_1,22,8.73,0.9635,1,0,0.7,5.24,0
2024-08-01 23:00:00,BER_001,BER_001_ROBOT_1,30,11.97,0.9653,0,0,1.94,5.18,0
2024-08-01 23:00:00,HAM_001,HAM_001_ROBOT_1,26,11.9,0.9775,0,0,0.94,4.19,0
2024-08-02 00:00:00,MUC_001,MUC_001_ROBOT_1,26,10.92,0.9557,0,0,0.9,4.49,0
2024-08-02 00:00:00,BER_001,BER_001_ROBOT_1,21,10.36,0.9508,1,0,1.45,4.53,0
2024-08-02 00:00:00,HAM_001,HAM_001_ROBOT_1,24,11.15,0.9866,0,0,1.33,4.09,0
2024-08-02 01:00:00,MUC_001,MUC_001_ROBOT_1,24,9.64,0.9684,0,0,1.99,5.95,0
2024-08-02 01:00:00,BER_001,BER_001_ROBOT_1,12,11.65,0.9539,2,0,0.88,4.87,0
2024-08-02 01:00:00,HAM_001,HAM_001_ROBOT_1,12,9.69,0.9602,2,0,1.55,4.62,0
2024-08-02 02:00:00,MUC_001,MUC_001_ROBOT_1,29,10.36,0.9655,0,0,0.56,4.43,0
2024-08-02 02:00:00,BER_001,BER_001_ROBOT_1,26,8.23,0.9799,2,0,1.58,4.95,0
2024-08-02 02:00:00,HAM_001,HAM_001_ROBOT_1,15,9.34,0.9761,0,0,1.1,5.71,0
2024-08-02 03:00:00,MUC_001,MUC_001_ROBOT_1,30,9.43,0.9565,2,0,0.67,5.61,0
2024-08-02 03:00:00,BER_001,BER_001_ROBOT_1,26,9.51,0.9848,2,0,1.24,5.64,0
2024-08-02 03:00:00,HAM_001,HAM_001_ROBOT_1,17,8.04,0.9714,2,0,1.52,5.13,0
2024-08-02 04:00:00,MUC_001,MUC_001_ROBOT_1,29,9.96,0.9846,0,0,1.99,4.77,0
2024-08-02 04:00:00,BER_001,BER_001_ROBOT_1,11,11.88,0.9535,1,0,0.61,4.42,0
2024-08-02 04:00:00,HAM_001,HAM_001_ROBOT_1,2,8.76,0.7929,8,37,1.96,4.83,1
2024-08-02 05:00:00,MUC_001,MUC_001_ROBOT_1,20,8.22,0.9899,2,0,1.96,4.49,0
2024-08-02 05:00:00,BER_001,BER_001_ROBOT_1,12,10.43,0.962,2,0,1.39,4.47,0
2024-08-02 05:00:00,HAM_001,HAM_001_ROBOT_1,29,11.05,0.9582,1,0,1.84,5.65,0
2024-08-02 06:00:00,MUC_001,MUC_001_ROBOT_1,19,9.17,0.9668,2,0,0.95,4.24,0
2024-08-02 06:00:00,BER_001,BER_001_ROBOT_1,28,11.69,0.9875,1,0,0.89,5.55,0
2024-08-02 06:00:00,HAM_001,HAM_001_ROBOT_1,1,10.12,0.7576,10,26,1.3,4.76,1
2024-08-02 07:00:00,MUC_001,MUC_001_ROBOT_1,5,11.2,0.7345,5,33,1.35,5.54,1
2024-08-02 07:00:00,BER_001,BER_001_ROBOT_1,13,8.29,0.9506,2,0,1.36,4.89,0
2024-08-02 07:00:00,HAM_001,HAM_001_ROBOT_1,24,8.64,0.9515,0,0,1.85,5.06,0
2024-08-02 08:00:00,MUC_001,MUC_001_ROBOT_1,15,8.82,0.9674,0,0,0.58,5.31,0
2024-08-02 08:00:00,BER_001,BER_001_ROBOT_1,27,10.23,0.9521,2,0,1.83,4.54,0
2024-08-02 08:00:00,HAM_001,HAM_001_ROBOT_1,26,9.19,0.9719,0,0,1.19,5.31,0
2024-08-02 09:00:00,MUC_001,MUC_001_ROBOT_1,26,11.96,0.9638,1,0,0.59,4.27,0
2024-08-02 09:00:00,BER_001,BER_001_ROBOT_1,18,9.63,0.9867,1,0,1.5,4.14,0
2024-08-02 09:00:00,HAM_001,HAM_001_ROBOT_1,0,11.07,0.8403,6,17,1.39,4.42,1
2024-08-02 10:00:00,MUC_001,MUC_001_ROBOT_1,15,9.31,0.9591,1,0,1.03,4.18,0
2024-08-02 10:00:00,BER_001,BER_001_ROBOT_1,27,11.21,0.9725,0,0,1.49,4.18,0
2024-08-02 10:00:00,HAM_001,HAM_001_ROBOT_1,20,11.1,0.9774,0,0,0.59,5.24,0
2024-08-02 11:00:00,MUC_001,MUC_001_ROBOT_1,23,11.99,0.9676,1,0,1.56,4.59,0
2024-08-02 11:00:00,BER_001,BER_001_ROBOT_1,26,11.47,0.9521,2,0,0.57,5.44,0
2024-08-02 11:00:00,HAM_001,HAM_001_ROBOT_1,25,11.5,0.99,1,0,1.12,6.0,0
2024-08-02 12:00:00,MUC_001,MUC_001_ROBOT_1,22,10.14,0.9587,1,0,1.91,5.1,0
2024-08-02 12:00:00,BER_001,BER_001_ROBOT_1,30,11.65,0.96,0,0,1.69,4.68,0
2024-08-02 12:00:00,HAM_001,HAM_001_ROBOT_1,21,11.02,0.957,2,0,1.04,5.05,0
2024-08-02 13:00:00,MUC_001,MUC_001_ROBOT_1,27,11.68,0.9701,0,0,1.47,4.57,0
2024-08-02 13:00:00,BER_001,BER_001_ROBOT_1,12,10.77,0.9824,2,0,1.32,4.25,0
2024-08-02 13:00:00,HAM_001,HAM_001_ROBOT_1,13,11.84,0.9827,1,0,0.76,5.49,0
2024-08-02 14:00:00,MUC_001,MUC_001_ROBOT_1,24,10.14,0.9596,0,0,1.75,4.34,0
2024-08-02 14:00:00,BER_001,BER_001_ROBOT_1,25,9.6,0.9838,1,0,0.69,4.24,0
2024-08-02 14:00:00,HAM_001,HAM_001_ROBOT_1,28,8.31,0.9518,0,0,1.64,4.76,0
2024-08-02 15:00:00,MUC_001,MUC_001_ROBOT_1,23,11.5,0.983,2,0,0.58,4.86,0
2024-08-02 15:00:00,BER_001,BER_001_ROBOT_1,25,8.72,0.9739,0,0,1.22,4.25,0
2024-08-02 15:00:00,HAM_001,HAM_001_ROBOT_1,27,8.89,0.9681,2,0,1.19,4.55,0
2024-08-02 16:00:00,MUC_001,MUC_001_ROBOT_1,22,10.51,0.9645,1,0,1.74,4.8,0
2024-08-02 16:00:00,BER_001,BER_001_ROBOT_1,28,11.23,0.973,0,0,1.32,4.88,0
2024-08-02 16:00:00,HAM_001,HAM_001_ROBOT_1,22,11.73,0.9761,2,0,1.75,5.13,0
2024-08-02 17:00:00,MUC_001,MUC_001_ROBOT_1,24,11.08,0.9765,2,0,1.79,5.0,0
2024-08-02 17:00:00,BER_001,BER_001_ROBOT_1,24,9.82,0.9698,2,0,1.71,5.82,0
2024-08-02 17:00:00,HAM_001,HAM_001_ROBOT_1,27,11.44,0.9738,2,0,0.58,5.79,0
2024-08-02 18:00:00,MUC_001,MUC_001_ROBOT_1,18,9.18,0.9704,1,0,1.55,4.27,0
2024-08-02 18:00:00,BER_001,BER_001_ROBOT_1,27,10.27,0.9865,2,0,0.67,4.52,0
2024-08-02 18:00:00,HAM_001,HAM_001_ROBOT_1,26,11.68,0.9777,1,0,1.04,5.1,0
2024-08-02 19:00:00,MUC_001,MUC_001_ROBOT_1,30,11.55,0.9507,2,0,1.83,5.86,0
2024-08-02 19:00:00,BER_001,BER_001_ROBOT_1,21,9.52,0.9714,1,0,0.82,5.39,0
2024-08-02 19:00:00,HAM_001,HAM_001_ROBOT_1,24,10.56,0.9544,1,0,1.0,4.45,0
2024-08-02 20:00:00,MUC_001,MUC_001_ROBOT_1,12,8.28,0.9599,1,0,1.61,4.06,0
2024-08-02 20:00:00,BER_001,BER_001_ROBOT_1,12,9.98,0.9617,1,0,1.47,5.1,0
2024-08-02 20:00:00,HAM_001,HAM_001_ROBOT_1,12,10.57,0.9549,1,0,1.73,5.64,0
2024-08-02 21:00:00,MUC_001,MUC_001_ROBOT_1,19,8.35,0.9681,0,0,1.48,4.28,0
2024-08-02 21:00:00,BER_001,BER_001_ROBOT_1,30,10.71,0.9785,2,0,1.69,4.52,0
2024-08-02 21:00:00,HAM_001,HAM_001_ROBOT_1,21,11.8,0.9735,2,0,0.87,5.86,0
2024-08-02 22:00:00,MUC_001,MUC_001_ROBOT_1,25,10.15,0.9695,2,0,1.27,5.86,0
2024-08-02 22:00:00,BER_001,BER_001_ROBOT_1,29,10.25,0.9681,2,0,1.27,4.02,0
2024-08-02 22:00:00,HAM_001,HAM_001_ROBOT_1,11,10.47,0.965,0,0,1.83,5.44,0
2024-08-02 23:00:00,MUC_001,MUC_001_ROBOT_1,17,10.45,0.9658,2,0,0.86,4.81,0
2024-08-02 23:00:00,BER_001,BER_001_ROBOT_1,30,8.3,0.9863,0,0,0.87,4.01,0
2024-08-02 23:00:00,HAM_001,HAM_001_ROBOT_1,29,9.78,0.9875,2,0,1.38,5.43,0
2024-08-03 00:00:00,MUC_001,MUC_001_ROBOT_1,14,11.84,0.987,0,0,0.98,5.53,0
2024-08-03 00:00:00,BER_001,BER_001_ROBOT_1,12,9.84,0.9684,0,0,1.71,4.48,0
2024-08-03 00:00:00,HAM_001,HAM_001_ROBOT_1,30,8.55,0.9554,2,0,1.45,4.44,0
2024-08-03 01:00:00,MUC_001,MUC_001_ROBOT_1,22,11.21,0.9751,2,0,1.37,5.0,0
2024-08-03 01:00:00,BER_001,BER_001_ROBOT_1,24,10.29,0.9743,0,0,1.94,4.52,0
2024-08-03 01:00:00,HAM_001,HAM_001_ROBOT_1,20,9.12,0.9583,0,0,1.66,5.55,0
2024-08-03 02:00:00,MUC_001,MUC_001_ROBOT_1,25,10.22,0.9698,0,0,1.93,5.73,0
2024-08-03 02:00:00,BER_001,BER_001_ROBOT_1,23,8.34,0.959,2,0,2.0,4.51,0
2024-08-03 02:00:00,HAM_001,HAM_001_ROBOT_1,19,11.33,0.9768,0,0,1.72,5.59,0
2024-08-03 03:00:00,MUC_001,MUC_001_ROBOT_1,19,9.66,0.982,0,0,0.78,5.75,0
2024-08-03 03:00:00,BER_001,BER_001_ROBOT_1,22,9.92,0.9504,0,0,1.95,4.67,0
2024-08-03 03:00:00,HAM_001,HAM_001_ROBOT_1,11,9.39,0.9537,0,0,1.32,5.6,0
2024-08-03 04:00:00,MUC_001,MUC_001_ROBOT_1,20,10.31,0.9725,1,0,1.52,5.53,0
2024-08-03 04:00:00,BER_001,BER_001_ROBOT_1,25,9.2,0.9723,2,0,1.09,4.14,0
2024-08-03 04:00:00,HAM_001,HAM_001_ROBOT_1,16,8.19,0.9808,0,0,1.9,5.88,0
2024-08-03 05:00:00,MUC_001,MUC_001_ROBOT_1,16,10.8,0.9666,2,0,1.24,5.91,0
2024-08-03 05:00:00,BER_001,BER_001_ROBOT_1,13,9.76,0.9553,0,0,0.65,4.61,0
2024-08-03 05:00:00,HAM_001,HAM_001_ROBOT_1,12,10.24,0.963,2,0,1.66,5.51,0
2024-08-03 06:00:00,MUC_001,MUC_001_ROBOT_1,11,11.87,0.9802,0,0,0.96,5.06,0
2024-08-03 06:00:00,BER_001,BER_001_ROBOT_1,27,9.61,0.9823,2,0,0.87,4.49,0
2024-08-03 06:00:00,HAM_001,HAM_001_ROBOT_1,26,11.76,0.9885,0,0,0.53,5.6,0
2024-08-03 07:00:00,MUC_001,MUC_001_ROBOT_1,27,10.9,0.9818,2,0,1.62,5.03,0
2024-08-03 07:00:00,BER_001,BER_001_ROBOT_1,3,10.36,0.8143,7,37,1.64,4.96,1
2024-08-03 07:00:00,HAM_001,HAM_001_ROBOT_1,24,11.52,0.9674,2,0,1.88,5.79,0
2024-08-03 08:00:00,MUC_001,MUC_001_ROBOT_1,24,9.9,0.9623,0,0,1.37,4.85,0
2024-08-03 08:00:00,BER_001,BER_001_ROBOT_1,15,9.5,0.9519,1,0,1.28,5.33,0
2024-08-03 08:00:00,HAM_001,HAM_001_ROBOT_1,22,9.47,0.989,1,0,1.01,5.23,0
2024-08-03 09:00:00,MUC_001,MUC_001_ROBOT_1,30,8.87,0.9621,2,0,1.3,4.04,0
2024-08-03 09:00:00,BER_001,BER_001_ROBOT_1,13,9.45,0.9707,1,0,1.09,5.75,0
2024-08-03 09:00:00,HAM_001,HAM_001_ROBOT_1,1,8.45,0.728,4,39,1.21,5.46,1
2024-08-03 10:00:00,MUC_001,MUC_001_ROBOT_1,19,8.26,0.9599,1,0,1.86,4.13,0
2024-08-03 10:00:00,BER_001,BER_001_ROBOT_1,24,8.56,0.9766,0,0,1.27,5.24,0
2024-08-03 10:00:00,HAM_001,HAM_001_ROBOT_1,30,11.99,0.9509,2,0,0.83,5.35,0
2024-08-03 11:00:00,MUC_001,MUC_001_ROBOT_1,28,8.21,0.952,0,0,1.37,4.64,0
2024-08-03 11:00:00,BER_001,BER_001_ROBOT_1,18,9.81,0.9861,1,0,0.67,5.29,0
2024-08-03 11:00:00,HAM_001,HAM_001_ROBOT_1,28,10.05,0.9708,0,0,0.59,4.34,0
2024-08-03 12:00:00,MUC_001,MUC_001_ROBOT_1,3,11.1,0.7098,7,57,1.81,5.92,1
2024-08-03 12:00:00,BER_001,BER_001_ROBOT_1,26,11.17,0.9543,2,0,1.47,4.78,0
2024-08-03 12:00:00,HAM_001,HAM_001_ROBOT_1,21,10.16,0.9559,2,0,1.88,4.85,0
2024-08-03 13:00:00,MUC_001,MUC_001_ROBOT_1,21,11.9,0.9583,2,0,1.83,5.44,0
2024-08-03 13:00:00,BER_001,BER_001_ROBOT_1,11,10.57,0.9506,1,0,0.86,5.37,0
2024-08-03 13:00:00,HAM_001,HAM_001_ROBOT_1,14,11.26,0.9736,0,0,0.9,4.39,0
2024-08-03 14:00:00,MUC_001,MUC_001_ROBOT_1,21,9.21,0.9569,1,0,0.92,4.78,0
2024-08-03 14:00:00,BER_001,BER_001_ROBOT_1,15,11.33,0.9801,1,0,0.61,4.44,0
2024-08-03 14:00:00,HAM_001,HAM_001_ROBOT_1,25,10.79,0.9806,0,0,0.92,4.61,0
2024-08-03 15:00:00,MUC_001,MUC_001_ROBOT_1,20,10.61,0.9863,2,0,1.03,4.23,0
2024-08-03 15:00:00,BER_001,BER_001_ROBOT_1,20,9.35,0.9512,1,0,0.71,4.78,0
2024-08-03 15:00:00,HAM_001,HAM_001_ROBOT_1,25,10.86,0.9692,1,0,1.62,4.74,0
2024-08-03 16:00:00,MUC_001,MUC_001_ROBOT_1,24,11.18,0.9715,1,0,1.88,4.11,0
2024-08-03 16:00:00,BER_001,BER_001_ROBOT_1,17,8.15,0.9555,1,0,0.57,5.79,0
2024-08-03 16:00:00,HAM_001,HAM_001_ROBOT_1,30,10.8,0.9783,2,0,1.13,4.57,0
2024-08-03 17:00:00,MUC_001,MUC_001_ROBOT_1,27,10.69,0.9842,2,0,1.97,5.02,0
2024-08-03 17:00:00,BER_001,BER_001_ROBOT_1,12,8.51,0.9626,0,0,1.08,5.05,0
2024-08-03 17:00:00,HAM_001,HAM_001_ROBOT_1,25,8.68,0.9821,0,0,0.86,5.22,0
2024-08-03 18:00:00,MUC_001,MUC_001_ROBOT_1,13,8.99,0.9723,0,0,1.96,4.39,0
2024-08-03 18:00:00,BER_001,BER_001_ROBOT_1,19,11.32,0.963,2,0,1.45,4.3,0
2024-08-03 18:00:00,HAM_001,HAM_001_ROBOT_1,29,9.92,0.9625,0,0,0.92,4.9,0
2024-08-03 19:00:00,MUC_001,MUC_001_ROBOT_1,16,10.09,0.9736,0,0,0.76,4.48,0
2024-08-03 19:00:00,BER_001,BER_001_ROBOT_1,13,10.04,0.9594,1,0,0.85,4.45,0
2024-08-03 19:00:00,HAM_001,HAM_001_ROBOT_1,14,10.54,0.9649,0,0,1.96,5.49,0
2024-08-03 20:00:00,MUC_001,MUC_001_ROBOT_1,21,10.81,0.9585,1,0,1.18,4.0,0
2024-08-03 20:00:00,BER_001,BER_001_ROBOT_1,22,8.33,0.9848,1,0,0.8,5.06,0
2024-08-03 20:00:00,HAM_001,HAM_001_ROBOT_1,30,9.98,0.985,0,0,1.82,4.71,0
2024-08-03 21:00:00,MUC_001,MUC_001_ROBOT_1,24,9.04,0.9861,1,0,0.84,4.97,0
2024-08-03 21:00:00,BER_001,BER_001_ROBOT_1,18,11.17,0.9864,0,0,0.83,4.29,0
2024-08-03 21:00:00,HAM_001,HAM_001_ROBOT_1,30,8.29,0.9579,2,0,1.83,5.16,0
2024-08-03 22:00:00,MUC_001,MUC_001_ROBOT_1,26,9.43,0.9626,1,0,1.45,5.87,0
2024-08-03 22:00:00,BER_001,BER_001_ROBOT_1,16,8.07,0.9558,1,0,0.92,5.13,0
2024-08-03 22:00:00,HAM_001,HAM_001_ROBOT_1,14,9.66,0.9642,1,0,1.18,5.12,0
2024-08-03 23:00:00,MUC_001,MUC_001_ROBOT_1,22,8.3,0.9796,2,0,1.45,5.4,0
2024-08-03 23:00:00,BER_001,BER_001_ROBOT_1,11,9.97,0.9872,1,0,1.1,4.25,0
2024-08-03 23:00:00,HAM_001,HAM_001_ROBOT_1,30,8.89,0.9681,0,0,0.92,5.2,0
2024-08-04 00:00:00,MUC_001,MUC_001_ROBOT_1,30,8.22,0.9676,0,0,1.81,4.55,0
2024-08-04 00:00:00,BER_001,BER_001_ROBOT_1,23,10.66,0.9631,2,0,1.6,5.58,0
2024-08-04 00:00:00,HAM_001,HAM_001_ROBOT_1,30,8.54,0.9811,0,0,1.77,4.33,0
2024-08-04 01:00:00,MUC_001,MUC_001_ROBOT_1,20,11.94,0.9635,2,0,1.94,5.31,0
2024-08-04 01:00:00,BER_001,BER_001_ROBOT_1,26,9.84,0.9636,1,0,0.61,4.18,0
2024-08-04 01:00:00,HAM_001,HAM_001_ROBOT_1,10,10.17,0.9845,0,0,1.08,4.38,0
2024-08-04 02:00:00,MUC_001,MUC_001_ROBOT_1,27,11.22,0.9858,0,0,0.73,4.79,0
2024-08-04 02:00:00,BER_001,BER_001_ROBOT_1,21,10.7,0.9823,2,0,1.23,4.98,0
2024-08-04 02:00:00,HAM_001,HAM_001_ROBOT_1,18,8.55,0.9628,1,0,0.68,4.53,0
2024-08-04 03:00:00,MUC_001,MUC_001_ROBOT_1,25,8.87,0.9639,0,0,1.43,5.82,0
2024-08-04 03:00:00,BER_001,BER_001_ROBOT_1,25,10.17,0.955,2,0,0.7,5.49,0
2024-08-04 03:00:00,HAM_001,HAM_001_ROBOT_1,26,11.65,0.9535,0,0,1.08,4.21,0
2024-08-04 04:00:00,MUC_001,MUC_001_ROBOT_1,23,10.51,0.9848,0,0,1.17,4.61,0
2024-08-04 04:00:00,BER_001,BER_001_ROBOT_1,10,9.26,0.9893,1,0,0.5,5.35,0
2024-08-04 04:00:00,HAM_001,HAM_001_ROBOT_1,25,8.04,0.9855,0,0,0.71,5.17,0
2024-08-04 05:00:00,MUC_001,MUC_001_ROBOT_1,28,8.73,0.9531,1,0,1.52,4.56,0
2024-08-04 05:00:00,BER_001,BER_001_ROBOT_1,30,11.43,0.9564,0,0,1.79,5.98,0
2024-08-04 05:00:00,HAM_001,HAM_001_ROBOT_1,21,8.7,0.9894,1,0,0.75,4.47,0
2024-08-04 06:00:00,MUC_001,MUC_001_ROBOT_1,13,9.07,0.9564,0,0,1.45,5.01,0
2024-08-04 06:00:00,BER_001,BER_001_ROBOT_1,19,11.54,0.9723,1,0,1.3,5.86,0
2024-08-04 06:00:00,HAM_001,HAM_001_ROBOT_1,14,10.49,0.9895,1,0,0.97,4.63,0
2024-08-04 07:00:00,MUC_001,MUC_001_ROBOT_1,23,11.0,0.9621,0,0,0.56,5.3,0
2024-08-04 07:00:00,BER_001,BER_001_ROBOT_1,21,11.12,0.9673,0,0,0.95,5.92,0
2024-08-04 07:00:00,HAM_001,HAM_001_ROBOT_1,20,8.74,0.9529,0,0,0.5,5.82,0
2024-08-04 08:00:00,MUC_001,MUC_001_ROBOT_1,16,8.2,0.9755,1,0,0.94,4.69,0
