date,location_id,total_orders,total_items_sold,total_revenue,avg_order_value,new_customer_rate,app_orders,kiosk_orders,web_orders,pizza_quantity,salad_quantity,pasta_quantity,bowl_quantity,burger_quantity,avg_success_rate,total_downtime_minutes,avg_prep_time,temperature_c,weather_condition,precipitation_mm,is_holiday,is_weekend,day_of_week,week_of_year,orders_lag_1d,orders_lag_7d,orders_rolling_7d_avg,month,year,days_since_start
2024-09-12,BER_001,530,770,9609.99999999996,18.132075471698126,0.4867924528301887,177,182,171,251,119,127,118,155,0.9729458333333335,0,10.121666666666668,19.7,rainy,0.0,0,0,3,37,582,581,606.2857142857143,9,2024,42
2024-09-13,BER_001,656,969,12028.0999999999,18.307610350076093,0.5167682926829268,218,238,200,318,161,173,161,156,0.9609,49,9.747916666666665,19.7,cloudy,0.0,0,0,4,37,530,702,599.0,9,2024,43
2024-09-14,BER_001,717,1082,13399.799999999865,18.636717663421425,0.502092050209205,246,238,235,331,179,197,173,202,0.9489291666666666,77,10.24875,12.9,rainy,0.0,0,1,5,37,656,736,592.4285714285714,9,2024,44
2024-09-15,BER_001,550,820,10273.999999999935,18.68,0.46545454545454545,174,186,190,297,104,164,125,130,0.9523583333333334,113,10.029166666666665,15.7,sunny,0.0,0,1,6,37,717,541,589.7142857142857,9,2024,45
2024-09-16,BER_001,556,842,10513.79999999993,18.909712230215813,0.5071942446043165,180,190,186,317,119,151,139,116,0.9657458333333334,27,10.220416666666665,13.2,sunny,3.9,0,0,0,38,550,517,591.0,9,2024,46
2024-09-17,BER_001,545,821,10172.899999999932,18.665871559633022,0.48440366972477067,183,181,181,280,149,123,121,148,0.9484374999999999,65,9.9375,11.3,rainy,0.0,0,0,1,38,556,585,596.5714285714286,9,2024,47
2024-09-18,BER_001,594,895,11138.499999999918,18.751683501683484,0.4882154882154882,201,202,191,324,151,138,134,148,0.9514458333333335,108,9.684583333333334,19.4,rainy,0.0,0,0,2,38,545,582,590.8571428571429,9,2024,48
2024-09-19,BER_001,572,854,10578.599999999926,18.494055944055933,0.49475524475524474,205,174,193,288,143,133,148,142,0.9639999999999999,17,10.040833333333333,16.0,cloudy,0.0,0,0,3,38,594,530,592.5714285714286,9,2024,49
2024-09-20,BER_001,692,1031,12762.89999999987,18.36388489208636,0.49710982658959535,220,224,249,334,179,155,186,177,0.9517666666666668,68,9.928333333333335,17.5,rainy,0.0,0,0,4,38,572,656,598.5714285714286,9,2024,50
2024-09-21,BER_001,742,1110,13691.999999999862,18.452830188679233,0.5080862533692723,269,241,232,367,232,172,162,177,0.9643458333333335,39,10.69375,16.9,rainy,3.7,0,1,5,38,692,717,603.7142857142857,9,2024,51
2024-09-22,BER_001,587,871,10700.899999999925,18.22981260647359,0.524701873935264,186,220,181,260,174,152,148,137,0.9597625,87,10.052916666666667,19.3,cloudy,4.5,0,1,6,38,742,550,607.2857142857143,9,2024,52
2024-09-23,BER_001,552,823,10185.699999999935,18.452355072463796,0.5471014492753623,177,184,191,237,121,149,155,161,0.9499624999999999,93,10.063749999999997,19.5,sunny,2.4,0,0,0,39,587,556,612.5714285714286,9,2024,53
2024-09-24,BER_001,542,814,9973.59999999995,18.36758747697971,0.507380073800738,193,182,168,247,165,130,142,130,0.9567958333333334,68,10.222916666666666,12.5,cloudy,0.0,0,0,1,39,552,545,612.0,9,2024,54
2024-09-25,BER_001,550,830,10235.99999999994,18.543478260869577,0.4727272727272727,183,181,188,233,152,136,150,159,0.9665708333333334,56,10.249166666666667,17.3,sunny,1.7,0,0,2,39,542,594,611.5714285714286,9,2024,55
2024-09-26,BER_001,519,754,9343.599999999962,18.003082851637778,0.4816955684007707,180,165,174,253,117,109,146,129,0.9515916666666668,67,9.977916666666669,14.6,sunny,0.0,0,0,3,39,550,572,605.2857142857143,9,2024,56
2024-09-27,BER_001,738,1131,14125.899999999843,19.14078590785908,0.510840108401084,251,240,247,407,181,192,166,185,0.944875,165,10.1375,14.1,sunny,0.0,0,0,4,39,519,692,597.7142857142857,9,2024,57
2024-09-28,BER_001,693,1031,12710.899999999876,18.341847041847053,0.5165945165945166,248,213,232,346,173,162,188,162,0.9443708333333333,154,10.297083333333333,11.1,sunny,0.0,0,1,5,39,738,742,604.2857142857143,9,2024,58
2024-09-29,BER_001,538,797,9860.29999999995,18.29369202226346,0.5037174721189591,185,169,185,261,154,114,129,139,0.9720041666666669,0,10.163333333333332,11.0,cloudy,0.0,0,1,6,39,693,587,597.2857142857143,9,2024,59
2024-09-30,BER_001,616,939,11571.09999999991,18.78425324675324,0.5064935064935064,229,182,205,332,167,150,165,125,0.973475,0,10.053749999999999,13.8,cloudy,6.2,0,0,0,40,538,552,590.2857142857143,9,2024,60
2024-10-01,BER_001,614,930,11555.999999999918,18.790243902439006,0.4804560260586319,200,220,195,315,166,153,142,154,0.9563041666666667,94,10.174999999999999,14.6,rainy,7.7,0,0,1,40,616,542,599.4285714285714,10,2024,61
2024-10-02,BER_001,522,795,9900.499999999955,18.966475095785455,0.5019157088122606,185,164,173,266,119,141,136,133,0.9629958333333333,29,10.220833333333331,11.6,sunny,0.0,0,0,2,40,614,550,609.7142857142857,10,2024,62
2024-10-03,BER_001,538,797,9916.299999999952,18.431784386617096,0.4851301115241636,187,171,180,252,113,132,148,152,0.9639583333333335,37,10.254999999999999,18.7,sunny,0.0,1,0,3,40,522,519,605.7142857142857,10,2024,63
2024-10-04,BER_001,734,1099,13581.09999999986,18.502861035422313,0.5395095367847411,233,250,251,339,200,181,196,183,0.9582416666666665,31,10.105,10.8,rainy,0.0,0,0,4,40,538,738,608.4285714285714,10,2024,64
2024-10-05,BER_001,720,1092,13624.799999999856,18.923333333333353,0.5,213,240,267,378,169,187,180,178,0.9523374999999998,66,10.048749999999998,11.6,sunny,2.0,0,1,5,40,734,693,607.8571428571429,10,2024,65
2024-10-06,BER_001,600,902,11328.799999999912,18.84991680532444,0.4666666666666667,208,205,187,338,134,124,157,149,0.9479375,109,9.919583333333332,19.7,rainy,6.0,0,1,6,40,720,538,611.7142857142857,10,2024,66
2024-10-07,BER_001,527,776,9621.399999999958,18.256925996204952,0.5066413662239089,185,171,171,257,116,127,152,124,0.9509208333333333,95,9.522916666666667,12.1,rainy,0.0,0,0,0,41,600,616,620.5714285714286,10,2024,67
2024-10-08,BER_001,550,810,10071.999999999945,18.312727272727273,0.5,191,181,178,275,145,110,138,142,0.9482916666666668,145,9.588749999999997,13.8,sunny,0.0,0,0,1,41,527,614,607.8571428571429,10,2024,68
2024-10-09,BER_001,565,866,10683.399999999932,18.875265017667804,0.5097345132743363,181,183,202,304,170,138,138,116,0.9719416666666666,0,9.592916666666667,16.3,rainy,0.0,0,0,2,41,550,522,598.7142857142857,10,2024,69
2024-10-10,BER_001,550,828,10190.199999999946,18.494010889292184,0.5309090909090909,217,156,178,278,150,121,155,124,0.9392291666666668,71,9.804166666666665,11.0,sunny,0.0,0,0,3,41,565,538,604.8571428571429,10,2024,70
2024-10-11,BER_001,637,966,11974.399999999905,18.739280125195616,0.48822605965463106,212,183,244,335,153,178,154,146,0.9556125,73,9.784583333333334,10.8,sunny,2.3,0,0,4,41,550,734,606.5714285714286,10,2024,71
2024-10-12,BER_001,695,1044,12886.599999999864,18.488665710186535,0.48776978417266187,223,251,222,352,184,185,179,144,0.9718958333333333,0,10.029999999999998,11.9,sunny,0.0,0,1,5,41,637,720,592.7142857142857,10,2024,72
2024-10-13,BER_001,536,794,9844.599999999966,18.366791044776114,0.48880597014925375,180,185,171,276,140,125,126,127,0.9550541666666666,56,10.109999999999998,17.5,rainy,0.0,0,1,6,41,695,600,589.1428571428571,10,2024,73
2024-10-14,BER_001,631,960,11900.999999999902,18.830696202531634,0.508716323296355,190,233,209,318,142,179,171,150,0.9695791666666667,0,10.054166666666667,10.2,sunny,0.0,0,0,0,42,536,527,580.0,10,2024,74
2024-10-15,BER_001,575,865,10738.499999999922,18.675652173913058,0.48695652173913045,203,196,176,285,147,132,140,161,0.9647625,28,9.792083333333332,18.0,sunny,0.0,0,0,1,42,631,550,594.8571428571429,10,2024,75
2024-10-16,BER_001,524,777,9622.299999999943,18.363167938931298,0.5019083969465649,198,173,153,261,120,126,149,121,0.9605499999999999,18,10.216666666666667,19.7,cloudy,0.0,0,0,2,42,575,565,598.4285714285714,10,2024,76
2024-10-17,BER_001,581,878,10947.199999999924,18.809621993127156,0.4853700516351119,195,202,185,307,142,132,152,145,0.9737750000000002,0,9.624583333333332,15.9,cloudy,0.0,0,0,3,42,524,550,592.5714285714286,10,2024,77
2024-10-18,BER_001,670,1008,12616.19999999988,18.830149253731335,0.5388059701492537,208,223,239,355,154,147,168,184,0.9699750000000001,0,9.804166666666665,11.9,rainy,3.4,0,0,4,42,581,637,597.0,10,2024,78
2024-10-19,BER_001,691,1042,13022.799999999868,18.846309696092604,0.492040520984081,240,226,225,358,174,190,143,177,0.9484333333333334,80,10.310416666666669,19.3,sunny,0.0,0,1,5,42,670,695,601.7142857142857,10,2024,79
2024-10-20,BER_001,560,853,10636.699999999932,18.926512455516015,0.5160714285714286,179,196,186,287,150,131,135,150,0.9543125,59,9.616666666666665,15.1,rainy,5.2,0,1,6,42,691,536,601.1428571428571,10,2024,80
2024-10-21,BER_001,568,840,10370.999999999936,18.258802816901426,0.49119718309859156,180,184,204,268,153,156,125,138,0.9524708333333333,52,10.095833333333333,14.0,cloudy,0.0,0,0,0,43,560,631,604.5714285714286,10,2024,81
2024-10-22,BER_001,566,876,10824.399999999916,19.090652557319224,0.5035335689045937,187,194,186,293,142,142,167,132,0.9531333333333334,44,10.21875,19.6,cloudy,8.3,0,0,1,43,568,575,595.5714285714286,10,2024,82
2024-10-23,BER_001,575,870,10754.999999999925,18.67187499999999,0.5060869565217392,197,181,197,299,152,154,145,120,0.9593041666666667,37,9.873333333333331,18.3,sunny,0.0,0,0,2,43,566,524,594.2857142857143,10,2024,83
2024-10-24,BER_001,617,930,11413.999999999915,18.46925566343041,0.5299837925445705,190,211,216,290,167,169,157,147,0.9585958333333332,67,10.164166666666665,19.4,rainy,0.0,0,0,3,43,575,581,601.5714285714286,10,2024,84
2024-10-25,BER_001,669,1032,12769.799999999876,19.05940298507463,0.5052316890881914,252,197,221,364,182,172,157,157,0.95335,58,10.48875,13.3,cloudy,0.0,0,0,4,43,617,670,606.7142857142857,10,2024,85
2024-10-26,BER_001,659,978,12019.199999999906,18.210909090909087,0.511380880121396,195,231,234,326,174,185,157,136,0.9614916666666666,16,10.265416666666667,10.4,cloudy,7.2,0,1,5,43,669,691,606.5714285714286,10,2024,86
2024-10-27,BER_001,556,828,10301.199999999932,18.460931899641558,0.5359712230215827,181,198,178,269,154,124,127,154,0.9538208333333333,88,10.034583333333332,15.8,rainy,4.5,0,1,6,43,659,560,602.0,10,2024,87
2024-10-28,BER_001,544,828,10275.199999999953,18.819047619047627,0.48713235294117646,179,202,165,282,142,152,128,124,0.9675499999999999,0,10.063333333333334,14.6,rainy,0.0,0,0,0,44,556,568,601.4285714285714,10,2024,88
2024-10-29,BER_001,592,880,10940.999999999922,18.481418918918912,0.5371621621621622,210,185,197,296,153,126,145,160,0.9722083333333333,0,10.06375,18.5,sunny,0.0,0,0,1,44,544,566,598.0,10,2024,89
2024-10-30,BER_001,513,753,9260.69999999997,18.052046783625734,0.5341130604288499,189,158,166,228,132,114,150,129,0.9611708333333333,53,9.936666666666666,15.4,cloudy,0.0,0,0,2,44,592,575,601.7142857142857,10,2024,90
2024-10-31,BER_001,8,16,194.40000000000003,24.299999999999997,0.25,3,2,3,6,4,2,2,2,0.9785,0,11.86,12.9,rainy,1.9,0,0,3,44,513,617,592.8571428571429,10,2024,91
2024-08-01,HAM_001,544,812,10098.79999999994,18.529908256880724,0.5055147058823529,186,168,190,267,131,141,123,150,0.9558958333333333,84,9.98875,15.6,sunny,9.2,0,0,3,31,,,,8,2024,0
2024-08-02,HAM_001,755,1138,14163.199999999842,18.734391534391538,0.5099337748344371,243,260,253,394,170,182,201,191,0.9481916666666668,80,10.322499999999998,13.8,sunny,0.0,0,0,4,31,544,,544.0,8,2024,1
2024-08-03,HAM_001,684,1025,12782.499999999874,18.68786549707599,0.5029239766081871,236,232,216,339,146,157,192,191,0.9593708333333333,39,9.995416666666666,15.5,rainy,0.0,0,1,5,31,755,,649.5,8,2024,2
2024-08-04,HAM_001,545,828,10298.199999999933,18.826691042047553,0.5100917431192661,171,215,161,276,124,173,117,138,0.9712416666666668,0,9.78083333333333,18.5,cloudy,0.0,0,1,6,31,684,,661.0,8,2024,3
2024-08-05,HAM_001,575,855,10643.49999999992,18.5104347826087,0.5060869565217392,195,192,188,281,127,165,140,142,0.9504458333333333,99,9.958333333333334,14.4,cloudy,0.0,0,0,0,32,545,,632.0,8,2024,4
2024-08-06,HAM_001,535,810,10045.99999999994,18.77757009345794,0.4934579439252336,181,163,191,277,146,120,134,133,0.9544958333333333,77,9.890000000000002,16.5,cloudy,1.5,0,0,1,32,575,,620.6,8,2024,5
2024-08-07,HAM_001,564,849,10671.099999999922,18.886902654867253,0.48404255319148937,181,185,199,326,123,150,116,134,0.9482291666666666,68,9.757083333333334,10.2,cloudy,0.0,0,0,2,32,535,,606.3333333333334,8,2024,6
2024-08-08,HAM_001,569,856,10575.399999999934,18.48846153846153,0.5254833040421792,196,197,178,291,144,147,156,118,0.9538291666666667,66,9.870416666666667,17.5,sunny,0.0,0,0,3,32,564,544,600.2857142857143,8,2024,7
2024-08-09,HAM_001,712,1054,13024.599999999877,18.29297752808989,0.5196629213483146,234,244,234,349,193,161,163,188,0.9412708333333332,223,9.919583333333334,14.7,rainy,0.0,0,0,4,32,569,755,603.8571428571429,8,2024,8
2024-08-10,HAM_001,675,1031,12822.89999999987,18.968786982248524,0.5007407407407407,232,221,222,356,151,172,190,162,0.9435625000000001,122,10.370416666666667,13.3,sunny,6.1,0,1,5,32,712,684,597.7142857142857,8,2024,9
2024-08-11,HAM_001,570,860,10713.999999999922,18.7964912280702,0.49298245614035086,197,189,184,306,127,158,140,129,0.9647333333333334,24,9.718333333333334,12.9,cloudy,0.0,0,1,6,32,675,545,596.4285714285714,8,2024,10
2024-08-12,HAM_001,598,903,11252.699999999908,18.7545,0.5384615384615384,189,180,230,331,156,125,140,151,0.9411124999999999,101,10.261250000000002,10.8,cloudy,0.0,0,0,0,33,570,575,600.0,8,2024,11
2024-08-13,HAM_001,563,861,10703.899999999932,19.01225577264653,0.5097690941385435,190,193,180,276,140,119,160,166,0.9590791666666667,31,9.700000000000003,19.6,rainy,0.0,0,0,1,33,598,535,603.2857142857143,8,2024,12
2024-08-14,HAM_001,542,814,10012.599999999942,18.439410681399625,0.470479704797048,168,174,200,276,159,127,126,126,0.9658916666666667,46,9.625416666666668,12.4,sunny,0.0,0,0,2,33,563,564,607.2857142857143,8,2024,13
2024-08-15,HAM_001,555,830,10330.999999999938,18.614414414414433,0.5171171171171172,186,177,192,283,143,148,113,143,0.9685708333333334,0,9.744166666666667,17.1,cloudy,0.0,0,0,3,33,542,569,604.1428571428571,8,2024,14
2024-08-16,HAM_001,741,1112,13739.799999999848,18.442684563758412,0.4898785425101215,271,224,248,347,183,209,196,177,0.9706416666666667,0,10.651249999999997,12.9,cloudy,0.0,0,0,4,33,555,712,602.1428571428571,8,2024,15
2024-08-17,HAM_001,753,1139,14175.099999999833,18.82483399734396,0.5166002656042497,235,252,266,382,187,176,189,205,0.9619333333333334,21,10.080416666666666,18.7,cloudy,2.7,0,1,5,33,741,675,606.2857142857143,8,2024,16
2024-08-18,HAM_001,604,912,11390.79999999992,18.796699669967,0.4867549668874172,204,205,197,311,122,159,157,163,0.9649416666666668,45,10.072083333333332,19.8,cloudy,0.0,0,1,6,33,753,570,617.4285714285714,8,2024,17
2024-08-19,HAM_001,529,792,9813.799999999945,18.551606805293012,0.5387523629489603,182,179,168,252,123,151,139,127,0.9645291666666667,15,10.171249999999999,10.7,sunny,0.0,0,0,0,34,604,598,622.2857142857143,8,2024,18
2024-08-20,HAM_001,592,891,10897.899999999925,18.408614864864862,0.4847972972972973,187,202,203,259,177,172,150,133,0.9694666666666667,0,10.064166666666667,15.3,sunny,5.5,0,0,1,34,529,563,612.4285714285714,8,2024,19
2024-08-21,HAM_001,568,844,10315.59999999994,18.16126760563378,0.4647887323943662,199,192,177,247,166,120,157,154,0.9637458333333333,20,9.774583333333334,13.8,sunny,0.0,0,0,2,34,592,542,616.5714285714286,8,2024,20
2024-08-22,HAM_001,568,844,10550.59999999993,18.575000000000006,0.46830985915492956,191,206,171,315,138,136,120,135,0.9625041666666667,49,10.182500000000001,16.8,rainy,1.7,0,0,3,34,568,555,620.2857142857143,8,2024,21
2024-08-23,HAM_001,707,1040,12895.999999999867,18.24045261669025,0.48797736916548795,225,247,235,353,170,162,179,176,0.9444666666666666,188,10.327916666666669,16.5,sunny,3.8,0,0,4,34,568,741,622.1428571428571,8,2024,22
2024-08-24,HAM_001,618,931,11379.89999999992,18.325120772946853,0.5080906148867314,207,175,239,306,187,148,165,125,0.9547708333333331,15,9.959583333333333,13.2,cloudy,3.5,0,1,5,34,707,753,617.2857142857143,8,2024,23
2024-08-25,HAM_001,619,926,11486.399999999912,18.526451612903216,0.4991922455573506,201,227,192,328,170,119,163,146,0.96405,35,9.850000000000001,17.7,rainy,0.0,0,1,6,34,618,604,598.0,8,2024,24
2024-08-26,HAM_001,537,801,9856.899999999954,18.321375464684028,0.5009310986964618,172,164,202,274,152,119,139,117,0.9607333333333333,38,10.198333333333332,11.3,rainy,0.0,0,0,0,35,619,529,600.1428571428571,8,2024,25
2024-08-27,HAM_001,600,890,11085.999999999916,18.47666666666669,0.505,203,194,203,333,142,130,156,129,0.9664833333333334,15,10.13,14.9,rainy,0.0,0,0,1,35,537,592,601.2857142857143,8,2024,26
